claim_id,policy_id,loss_date,report_date,settle_date,loss_type,claim_amount_thb,status,adjuster_name,fraud_flag
CL002579,P009003,2024-06-01,2024-06-10,2024-06-28,flood,250292,paid,Anong Sukhumvit,false
CL002580,P003835,2024-11-24,2024-11-26,2025-02-09,fire,54925,paid,Somchai Suwanphon,false
CL002581,P002197,2023-03-20,2023-04-03,2023-06-27,water_damage,5905828,paid,Earth Phongphan,false
CL002582,P004544,2023-08-05,2023-08-17,2023-10-06,third_party_liability,232906,paid,Nan Phongphan,false
CL002583,P005389,2023-11-17,2023-11-22,2024-02-08,flood,474168,paid,Anong Boonmee,false
CL002584,P005900,2022-10-30,2022-11-03,2023-01-03,collision,461538,paid,Mild Suwanphon,false
CL002585,P005860,2024-07-12,2024-07-21,,flood,31732,pending,Pim Thongdee,false
CL002586,P005687,2025-10-08,2025-10-10,2025-11-05,theft,378583,paid,Boss Rattanapan,false
CL002587,P004945,2025-05-27,2025-06-03,2025-07-05,fire,1436384,paid,Bank Charoensuk,false
CL002588,P001529,2025-09-12,2025-09-26,,collision,184312,open,Toon Phutthichai,false
CL002589,P008294,2024-04-10,2024-04-10,2024-05-06,collision,17511,paid,View Chaiyaporn,false
CL002590,P007093,2026-03-26,2026-03-30,2026-05-15,flood,238209,paid,Apinya Phutthichai,false
CL002591,P005256,2026-05-08,2026-05-12,,third_party_liability,402251,open,Mild Sangthong,false
CL002592,P008905,2025-03-23,2025-03-28,,burglary,2657462,open,Somchai Phutthichai,false
CL002593,P006619,2024-11-19,2024-11-28,,storm,3385938,pending,Mint Saetang,false
CL002594,P002640,2026-04-07,2026-04-12,2026-04-29,fire,102885,paid,Bank Limthongkul,false
CL002595,P005275,2025-05-17,2025-05-25,,flood,64728,pending,Suda Suwanphon,false
CL002596,P001956,2026-02-10,2026-02-18,2026-05-04,flood,92365,paid,Mai Kanchanaburi,false
CL002597,P007134,2026-03-02,2026-03-14,2026-04-20,fire,474716,paid,Tawan Phongphan,false
CL002598,P007955,2024-12-23,2024-12-24,,theft,100577,open,Anong Rattanapan,false
CL002599,P009955,2022-12-12,2022-12-12,2023-01-06,collision,140652,paid,Malee Saetang,false
CL002600,P004162,2026-04-26,2026-05-08,2026-07-18,fire,822573,paid,Malee Charoensuk,false
CL002601,P002676,2025-06-11,2025-06-14,2025-09-08,fire,119043,denied,Bua Srisuk,true
CL002602,P005483,2026-02-14,2026-02-19,2026-05-17,third_party_liability,544039,paid,Apinya Saetang,false
CL002603,P007164,2024-02-18,2024-03-01,2024-05-01,flood,167294,paid,Pim Wongchai,false
CL002604,P007114,2023-01-27,2023-01-27,2023-03-23,flood,131742,paid,Bank Limthongkul,false
CL002605,P001167,2024-06-09,2024-06-10,2024-07-08,fire,420605,paid,Pim Phromsiri,false
CL002606,P007811,2022-09-18,2022-09-25,,theft,54434,pending,Wichai Phutthichai,false
CL002607,P006335,2024-01-05,2024-01-06,2024-03-04,theft,345769,paid,Nan Thongdee,false
CL002608,P004201,2023-09-04,2023-09-11,2023-10-24,flood,3237834,paid,Kanya Phongphan,false
CL002609,P003315,2026-04-03,2026-04-10,,collision,317733,open,Mint Rattanapan,false
CL002610,P006252,2023-01-30,2023-02-10,2023-05-03,fire,167402,paid,View Saetang,false
CL002611,P003929,2024-01-27,2024-01-27,2024-02-04,fire,588934,paid,Praew Saetang,false
CL002612,P003956,2024-11-21,2024-11-21,2024-12-22,theft,75854,denied,Malee Sukhumvit,false
CL002613,P005524,2023-06-07,2023-06-16,2023-08-12,third_party_liability,75354,paid,Eak Kanchanaburi,false
CL002614,P009213,2025-10-06,2025-10-19,2025-12-28,theft,266204,paid,Suda Limthongkul,false
CL002615,P003328,2024-10-31,2024-11-02,2025-01-25,third_party_liability,527859,paid,Pat Kanchanaburi,false
CL002616,P000072,2025-01-01,2025-01-12,,flood,436838,open,Toon Chaiyaporn,false
CL002617,P007673,2022-07-11,2022-07-13,,flood,160271,pending,Toon Suwanphon,false
CL002618,P005675,2024-11-30,2024-12-01,2025-01-05,fire,104676,paid,Nan Boonmee,false
CL002619,P004122,2024-06-18,2024-06-23,2024-07-21,flood,188594,paid,Apinya Limthongkul,false
CL002620,P008069,2025-05-16,2025-05-27,2025-07-08,theft,215740,paid,Malee Sukhumvit,false
CL002621,P008759,2022-09-05,2022-09-17,2022-10-01,third_party_liability,177432,paid,Somchai Charoensuk,false
CL002622,P009627,2024-06-12,2024-06-21,2024-07-11,flood,4813413,paid,Beam Kittikun,false
CL002623,P001690,2024-06-03,2024-06-08,,theft,547346,pending,Anong Phromsiri,false
CL002624,P005388,2024-07-26,2024-08-04,,collision,119439,pending,Tee Phongphan,false
CL002625,P009024,2023-07-05,2023-07-15,2023-09-17,collision,732571,paid,Daeng Saetang,false
CL002626,P004201,2023-12-27,2024-01-10,2024-03-06,flood,2686145,denied,Apinya Sukhumvit,true
CL002627,P000705,2024-03-14,2024-03-21,2024-06-12,third_party_liability,494871,paid,Niran Thongdee,false
CL002628,P009174,2025-06-15,2025-06-21,2025-08-28,theft,113772,paid,Eak Srisuk,false
CL002629,P003937,2024-11-05,2024-11-06,2024-12-19,storm,281555,paid,Mint Watcharaphon,false
CL002630,P007430,2025-01-31,2025-02-09,,theft,472401,open,Pat Chaiyaporn,false
CL002631,P003568,2024-10-27,2024-11-10,,third_party_liability,54913,pending,Mild Kittikun,false
CL002632,P004388,2025-08-02,2025-08-10,,theft,507895,open,Toon Phromsiri,false
CL002633,P005110,2024-02-04,2024-02-08,2024-03-15,flood,215147,paid,Ploy Phutthichai,false
CL002634,P005902,2026-03-16,2026-03-21,2026-04-06,collision,81984,paid,Somchai Srisuk,false
CL002635,P007143,2025-03-11,2025-03-19,,theft,88527,pending,Bua Phutthichai,false
CL002636,P008995,2023-10-26,2023-11-08,,storm,2020131,open,Pat Charoensuk,false
CL002637,P007547,2025-05-15,2025-05-28,2025-06-10,storm,2252443,paid,Pim Sangthong,false
CL002638,P002107,2024-07-06,2024-07-06,2024-08-22,theft,208756,paid,Boss Phutthichai,false
CL002639,P002798,2025-12-28,2026-01-07,2026-02-11,collision,272543,paid,Mint Suwanphon,false
CL002640,P006157,2022-10-25,2022-10-25,,theft,144273,open,Mild Boonmee,false
CL002641,P001567,2024-08-04,2024-08-10,2024-10-03,fire,606212,paid,Fern Suwanphon,false
CL002642,P009413,2024-08-31,2024-09-13,,flood,34965,open,Boss Chaiyaporn,false
CL002643,P005777,2025-01-25,2025-02-04,2025-03-28,collision,284368,paid,Apinya Chaiyaporn,false
CL002644,P009595,2024-05-21,2024-05-23,2024-07-14,third_party_liability,154878,paid,Tawan Wongchai,false
CL002645,P000108,2024-12-18,2024-12-26,2025-03-16,third_party_liability,334162,paid,Bank Charoensuk,false
CL002646,P001261,2026-03-25,2026-03-25,2026-05-19,flood,397040,paid,Bank Chaiyaporn,false
CL002647,P001219,2025-10-09,2025-10-19,2025-11-22,fire,3653255,paid,Beam Boonmee,false
CL002648,P004442,2024-09-21,2024-09-30,2024-12-18,third_party_liability,19058,paid,View Watcharaphon,false
CL002649,P007384,2023-09-22,2023-09-29,,fire,285058,pending,Fern Phongphan,true
CL002650,P003708,2026-05-14,2026-05-25,2026-08-10,collision,269237,denied,Kanya Phutthichai,false
CL002651,P006360,2025-02-26,2025-03-07,,third_party_liability,609038,pending,Toon Phromsiri,false
CL002652,P007332,2023-05-02,2023-05-04,2023-07-05,theft,672947,denied,Wichai Kanchanaburi,false
CL002653,P002163,2023-09-25,2023-09-27,2023-12-12,collision,652222,paid,Tee Thongdee,false
CL002654,P005139,2023-06-14,2023-06-28,2023-08-18,theft,434578,paid,Fern Kanchanaburi,false
CL002655,P006219,2024-05-07,2024-05-14,,flood,308934,pending,Mai Charoensuk,false
CL002656,P005963,2026-04-23,2026-04-29,2026-05-19,third_party_liability,145247,paid,Bank Phromsiri,false
CL002657,P007102,2022-08-16,2022-08-19,2022-09-25,theft,409474,paid,Bank Limthongkul,false
CL002658,P006086,2024-09-02,2024-09-07,2024-10-19,fire,420027,paid,Eak Rattanapan,false
CL002659,P004749,2023-10-24,2023-10-31,2024-01-23,third_party_liability,908199,paid,Eak Inthanon,false
CL002660,P003159,2025-06-15,2025-06-17,2025-08-31,third_party_liability,78564,paid,Fern Phongphan,false
CL002661,P009445,2024-10-03,2024-10-04,,collision,343607,pending,Ploy Limthongkul,false
CL002662,P003531,2024-02-17,2024-02-28,2024-05-12,theft,230482,paid,Nan Saetang,false
CL002663,P002099,2023-08-27,2023-09-07,2023-10-08,theft,278980,denied,Mai Phutthichai,false
CL002664,P005315,2024-05-11,2024-05-20,2024-07-22,flood,826135,paid,Nok Phromsiri,false
CL002665,P001442,2023-11-04,2023-11-18,,collision,632932,open,Earth Charoensuk,true
CL002666,P008343,2025-11-10,2025-11-21,,flood,86305,pending,Tee Phutthichai,false
CL002667,P003050,2025-09-21,2025-09-27,2025-11-16,flood,18119,paid,Mint Limthongkul,false
CL002668,P006508,2025-06-23,2025-07-05,2025-08-24,flood,562624,paid,Mild Inthanon,false
CL002669,P003753,2025-02-02,2025-02-04,2025-03-26,water_damage,153524,denied,Bua Saetang,false
CL002670,P004289,2023-11-20,2023-12-02,2024-02-26,fire,29398,paid,Nan Sukhumvit,false
CL002671,P007291,2024-04-09,2024-04-21,2024-06-16,burglary,2866652,paid,Wichai Rattanapan,false
CL002672,P006276,2024-11-12,2024-11-24,,theft,251060,open,Niran Charoensuk,true
CL002673,P002970,2025-06-19,2025-06-26,,third_party_liability,53131,open,Anong Watcharaphon,false
CL002674,P008916,2024-10-21,2024-10-23,2024-12-22,theft,315331,paid,Bua Chaisawat,false
CL002675,P003567,2024-11-18,2024-12-02,,third_party_liability,189331,open,Daeng Sukhumvit,false
CL002676,P006702,2025-11-21,2025-12-02,2026-01-24,flood,275793,paid,Suda Boonmee,false
CL002677,P004901,2025-05-10,2025-05-17,2025-05-26,flood,513985,paid,Nok Srisuk,false
CL002678,P000519,2023-11-13,2023-11-13,2024-02-01,collision,82412,paid,Niran Watcharaphon,false
CL002679,P007231,2026-05-09,2026-05-21,2026-06-21,third_party_liability,174795,paid,Eak Kanchanaburi,false
CL002680,P007996,2026-05-05,2026-05-05,2026-07-15,third_party_liability,183703,paid,Bua Saetang,true
CL002681,P003591,2022-12-13,2022-12-19,,water_damage,738638,pending,Bua Chaisawat,false
CL002682,P007201,2025-06-02,2025-06-02,2025-08-06,burglary,6787210,paid,Mai Limthongkul,false
CL002683,P000155,2023-07-30,2023-08-12,2023-10-14,theft,215599,paid,Nok Sukhumvit,false
CL002684,P003023,2023-11-21,2023-12-05,2023-12-27,third_party_liability,197886,paid,Mild Srisuk,false
CL002685,P003428,2026-01-09,2026-01-09,2026-03-24,flood,286630,paid,Niran Srisuk,false
CL002686,P002844,2023-04-10,2023-04-18,2023-06-05,collision,111965,denied,Toon Phongphan,false
CL002687,P007109,2024-03-28,2024-03-30,2024-04-30,third_party_liability,401995,paid,Anong Sukhumvit,false
CL002688,P006126,2026-01-02,2026-01-15,2026-01-29,theft,88808,paid,View Boonmee,false
CL002689,P004272,2023-03-15,2023-03-20,,collision,618755,pending,Anong Rattanapan,false
CL002690,P006059,2024-09-27,2024-10-02,,storm,1658641,open,Wichai Inthanon,false
CL002691,P000076,2026-05-04,2026-05-05,2026-07-31,flood,371224,paid,Anong Inthanon,false
CL002692,P006763,2026-02-27,2026-03-11,2026-04-03,storm,836395,paid,Beam Sukhumvit,false
CL002693,P000494,2024-11-24,2024-11-29,2024-12-12,third_party_liability,172798,paid,Bank Charoensuk,false
CL002694,P008983,2026-04-12,2026-04-12,2026-05-20,third_party_liability,254894,paid,Nok Phutthichai,false
CL002695,P000364,2025-04-28,2025-05-10,2025-06-01,storm,206895,denied,Nan Boonmee,false
CL002696,P003928,2025-08-16,2025-08-21,2025-11-16,flood,38524,paid,Kanya Sukhumvit,false
CL002697,P005925,2023-11-20,2023-11-20,2023-12-17,theft,96604,paid,Tee Phongphan,false
CL002698,P008415,2024-05-19,2024-05-27,2024-07-02,third_party_liability,254017,paid,Nok Watcharaphon,false
CL002699,P001834,2023-08-05,2023-08-09,2023-08-25,theft,670052,paid,Nok Chaiyaporn,false
CL002700,P001298,2023-09-28,2023-10-10,2024-01-08,collision,120353,paid,Bua Suwanphon,false
CL002701,P008298,2026-03-07,2026-03-11,2026-03-21,theft,31958,paid,Kanya Chaisawat,false
CL002702,P001051,2025-05-25,2025-05-29,2025-07-12,flood,186224,paid,Niran Phutthichai,false
CL002703,P005897,2025-04-01,2025-04-05,2025-04-14,third_party_liability,209174,denied,Praew Chaiyaporn,false
CL002704,P003862,2024-06-02,2024-06-14,2024-07-19,fire,78743,paid,Niran Kittikun,false
CL002705,P005930,2024-12-02,2024-12-13,2025-01-28,flood,251214,paid,Mild Thongdee,false
CL002706,P009580,2023-11-17,2023-11-20,2023-12-21,theft,109278,paid,Tee Charoensuk,false
CL002707,P002275,2023-08-23,2023-08-26,2023-11-01,third_party_liability,164610,paid,Praew Sangthong,false
CL002708,P008662,2024-12-13,2024-12-22,,third_party_liability,273243,pending,Mint Chaisawat,false
CL002709,P004845,2024-06-07,2024-06-18,2024-08-30,fire,231725,paid,Mild Chaiyaporn,false
CL002710,P002017,2023-10-04,2023-10-04,2023-11-25,flood,190349,denied,Nok Boonmee,false
CL002711,P008320,2025-12-16,2025-12-30,2026-01-27,theft,7818,paid,Anong Phutthichai,true
CL002712,P003996,2025-06-27,2025-06-29,,third_party_liability,287715,pending,View Chaiyaporn,false
CL002713,P008666,2025-12-13,2025-12-27,2026-02-03,fire,2540466,denied,Fern Rattanapan,false
CL002714,P000096,2024-05-11,2024-05-22,2024-06-27,fire,168825,paid,Pim Wongchai,false
CL002715,P001923,2022-06-05,2022-06-07,2022-07-26,fire,159702,paid,Nok Thongdee,false
CL002716,P003396,2025-10-04,2025-10-12,2025-12-23,collision,127227,denied,Nok Kittikun,true
CL002717,P007311,2025-10-19,2025-10-30,2025-11-26,burglary,435544,paid,Fern Kanchanaburi,false
CL002718,P007064,2023-04-11,2023-04-13,,fire,166300,open,Praew Inthanon,false
CL002719,P006756,2024-08-17,2024-08-20,2024-09-04,fire,909885,paid,Malee Sukhumvit,false
CL002720,P002287,2024-07-14,2024-07-18,2024-08-24,flood,635641,paid,Mild Chaisawat,false
CL002721,P008022,2025-07-28,2025-08-01,,flood,214762,open,Boss Inthanon,false
CL002722,P002754,2024-04-21,2024-04-29,2024-06-13,fire,774956,paid,Niran Watcharaphon,false
CL002723,P008528,2025-05-18,2025-05-18,2025-06-24,water_damage,1338695,paid,Praew Thongdee,false
CL002724,P001261,2025-11-24,2025-12-04,2026-02-22,fire,32289,denied,Mild Limthongkul,false
CL002725,P008358,2025-09-12,2025-09-21,,third_party_liability,74371,open,Mai Inthanon,false
CL002726,P002503,2025-04-28,2025-05-09,2025-07-28,collision,137503,paid,Toon Wongchai,false
CL002727,P004957,2023-04-10,2023-04-23,2023-05-02,storm,4987990,paid,Mai Limthongkul,false
CL002728,P004974,2023-04-19,2023-04-25,,fire,658098,open,Niran Suwanphon,false
CL002729,P001617,2025-11-07,2025-11-09,2026-01-06,theft,842153,paid,Toon Sukhumvit,false
CL002730,P009473,2022-09-12,2022-09-15,2022-10-25,collision,408263,paid,Tawan Phutthichai,false
CL002731,P000034,2024-01-24,2024-02-05,2024-03-05,storm,2466012,paid,Pat Charoensuk,false
CL002732,P001501,2025-02-24,2025-02-24,2025-04-19,flood,179195,paid,Eak Thongdee,false
CL002733,P004202,2023-12-09,2023-12-10,2024-02-29,fire,194893,paid,Tawan Wongchai,false
CL002734,P008588,2024-05-31,2024-06-05,,collision,21816,pending,Apinya Kanchanaburi,false
CL002735,P009285,2024-08-18,2024-08-30,2024-09-30,storm,329325,paid,Nok Charoensuk,false
CL002736,P004223,2022-10-15,2022-10-28,,theft,390632,open,Boss Saetang,false
CL002737,P008838,2023-01-22,2023-01-30,2023-03-02,flood,2206437,paid,Mild Sukhumvit,false
CL002738,P005450,2026-02-11,2026-02-13,2026-03-20,flood,968314,paid,Mai Thongdee,false
CL002739,P003812,2024-07-11,2024-07-14,2024-07-21,fire,375826,denied,Boss Limthongkul,false
CL002740,P006965,2024-04-19,2024-05-02,2024-06-21,collision,295875,paid,Pim Saetang,false
CL002741,P006517,2024-12-19,2024-12-19,,third_party_liability,683500,open,Bua Chaiyaporn,false
CL002742,P000545,2025-01-14,2025-01-17,,flood,256783,pending,Beam Phromsiri,false
CL002743,P004695,2026-03-10,2026-03-10,2026-04-13,flood,61077,paid,Nan Kanchanaburi,false
CL002744,P005397,2023-06-04,2023-06-09,2023-07-16,fire,3102074,paid,Mint Limthongkul,true
CL002745,P003556,2024-12-14,2024-12-26,2025-02-10,storm,1635997,paid,Earth Kanchanaburi,true
CL002746,P005043,2025-12-19,2025-12-29,,collision,70344,open,Chai Phromsiri,false
CL002747,P003439,2025-08-12,2025-08-26,,burglary,640483,pending,Daeng Wongchai,false
CL002748,P001151,2023-06-21,2023-06-24,,fire,80456,pending,Nok Sukhumvit,false
CL002749,P003551,2025-08-03,2025-08-16,,fire,1628783,open,Earth Rattanapan,false
CL002750,P004573,2023-04-11,2023-04-18,,storm,1431593,pending,Daeng Watcharaphon,false
CL002751,P009044,2025-08-12,2025-08-25,2025-11-14,theft,152043,paid,Bua Watcharaphon,false
CL002752,P006955,2022-11-17,2022-11-20,2022-12-06,collision,113904,paid,Somchai Kittikun,false
CL002753,P007577,2024-03-21,2024-04-04,2024-06-06,collision,510893,paid,Boss Chaisawat,false
CL002754,P002942,2022-12-13,2022-12-21,2023-01-25,theft,335523,paid,Nok Phromsiri,false
CL002755,P004757,2026-04-18,2026-04-30,2026-05-30,fire,3761582,paid,Tawan Wongchai,false
CL002756,P007583,2024-05-22,2024-06-04,2024-06-16,burglary,3797158,paid,Suda Phutthichai,false
CL002757,P001771,2023-08-10,2023-08-13,,third_party_liability,109113,open,Somchai Limthongkul,false
CL002758,P006398,2024-05-26,2024-05-30,2024-08-13,burglary,4792136,denied,Eak Wongchai,false
CL002759,P002803,2026-02-19,2026-03-03,2026-03-23,flood,1832415,paid,Chai Limthongkul,false
CL002760,P001264,2024-02-27,2024-03-02,2024-05-16,flood,62904,paid,Bank Boonmee,false
CL002761,P003244,2022-12-29,2023-01-03,2023-02-20,collision,529413,paid,Fern Sangthong,false
CL002762,P000055,2025-10-28,2025-11-05,,third_party_liability,80841,pending,Bua Chaisawat,false
CL002763,P005349,2024-04-19,2024-04-24,2024-07-06,burglary,1817014,paid,Anong Kanchanaburi,false
CL002764,P008332,2024-02-09,2024-02-21,2024-04-19,collision,342973,paid,Mai Phutthichai,false
CL002765,P006438,2025-02-07,2025-02-18,2025-03-03,storm,690146,paid,Somchai Inthanon,false
CL002766,P008520,2022-10-23,2022-10-31,2022-12-09,theft,109450,paid,Earth Phromsiri,false
CL002767,P003151,2025-06-06,2025-06-16,2025-08-18,water_damage,1165640,paid,Mint Phongphan,false
CL002768,P004659,2022-05-24,2022-06-03,2022-08-31,third_party_liability,793493,paid,Toon Chaiyaporn,false
CL002769,P003956,2024-12-12,2024-12-12,2025-02-04,collision,111368,paid,Ploy Charoensuk,false
CL002770,P008026,2023-10-21,2023-10-29,,storm,2626033,pending,Pim Boonmee,false
CL002771,P007852,2022-11-29,2022-12-03,,flood,492741,open,Bua Phongphan,false
CL002772,P005380,2023-09-17,2023-09-26,2023-11-09,theft,186954,denied,Daeng Kanchanaburi,false
CL002773,P008205,2024-03-28,2024-04-05,,fire,21107,pending,Bank Boonmee,false
CL002774,P002342,2025-07-07,2025-07-18,,collision,232038,open,Chai Chaiyaporn,false
CL002775,P009616,2023-03-04,2023-03-14,2023-05-23,fire,2230546,paid,Mint Limthongkul,false
CL002776,P008124,2024-01-19,2024-01-27,2024-04-03,theft,62581,denied,Ploy Charoensuk,false
CL002777,P003877,2023-11-08,2023-11-22,2024-01-18,third_party_liability,463952,paid,Bua Phongphan,false
CL002778,P008675,2023-03-11,2023-03-11,2023-05-22,fire,141729,paid,Mild Thongdee,false
CL002779,P002684,2025-06-10,2025-06-21,2025-08-11,collision,385290,paid,Anong Limthongkul,false
CL002780,P003853,2024-01-12,2024-01-15,2024-02-15,fire,85919,denied,Tawan Chaisawat,false
CL002781,P005957,2023-07-31,2023-08-14,2023-10-08,storm,2156892,paid,Wichai Charoensuk,false
CL002782,P002014,2024-08-21,2024-08-21,2024-10-04,fire,502474,paid,Earth Inthanon,false
CL002783,P000196,2026-04-25,2026-05-05,2026-05-21,flood,1662229,paid,Chai Suwanphon,false
CL002784,P006121,2024-09-12,2024-09-22,2024-11-14,collision,209971,paid,Nok Kanchanaburi,false
CL002785,P007741,2025-08-08,2025-08-18,2025-09-12,collision,611856,paid,Tawan Watcharaphon,false
CL002786,P005094,2025-01-13,2025-01-18,2025-03-20,theft,335084,denied,Bank Sangthong,false
CL002787,P009339,2026-04-06,2026-04-12,2026-05-13,flood,5338717,denied,Niran Watcharaphon,false
CL002788,P002542,2024-03-29,2024-04-03,2024-06-06,fire,347818,paid,Daeng Inthanon,false
CL002789,P009540,2024-08-10,2024-08-21,,flood,1015677,pending,Toon Thongdee,false
CL002790,P002146,2024-06-21,2024-06-28,2024-09-16,fire,350770,paid,Somchai Wongchai,false
CL002791,P002389,2026-03-22,2026-03-24,2026-04-22,storm,5879850,paid,Somchai Inthanon,false
CL002792,P008057,2023-09-30,2023-10-01,,collision,118082,open,Suda Chaisawat,false
CL002793,P003289,2024-05-26,2024-06-07,2024-06-16,flood,414312,paid,Mai Phromsiri,false
CL002794,P002103,2025-09-12,2025-09-20,2025-11-19,third_party_liability,76306,paid,Tawan Limthongkul,false
CL002795,P008028,2024-04-15,2024-04-27,2024-06-30,collision,394225,paid,Fern Saetang,true
CL002796,P005407,2023-07-16,2023-07-24,2023-08-08,fire,184423,paid,Fern Wongchai,false
CL002797,P002160,2023-11-08,2023-11-17,,flood,49740,pending,Pat Boonmee,false
CL002798,P006568,2024-06-08,2024-06-16,2024-07-12,fire,852239,paid,Bua Sukhumvit,false
CL002799,P005138,2025-06-27,2025-06-30,,burglary,283674,open,Tawan Boonmee,false
CL002800,P001404,2023-12-20,2023-12-29,2024-01-13,water_damage,4194840,paid,Mint Sangthong,false
CL002801,P006480,2025-04-28,2025-05-03,2025-07-12,water_damage,3203388,paid,Anong Watcharaphon,false
CL002802,P003616,2024-11-03,2024-11-16,2024-11-23,burglary,999329,paid,Eak Charoensuk,false
CL002803,P007409,2024-05-11,2024-05-18,,fire,217890,pending,Earth Limthongkul,false
CL002804,P001181,2024-06-16,2024-06-27,,fire,363562,pending,Ploy Chaisawat,false
CL002805,P005415,2023-07-04,2023-07-17,2023-10-07,collision,654420,paid,Somchai Chaiyaporn,false
CL002806,P007386,2025-09-26,2025-10-06,,third_party_liability,245896,pending,Mint Limthongkul,false
CL002807,P001472,2022-09-01,2022-09-05,,theft,269579,pending,Kanya Phongphan,false
CL002808,P002331,2025-11-26,2025-12-01,2025-12-23,flood,480506,paid,Toon Limthongkul,false
CL002809,P000080,2022-09-27,2022-10-09,,collision,218732,open,Nan Rattanapan,false
CL002810,P000881,2026-03-21,2026-04-02,2026-06-10,flood,1170037,paid,Boss Saetang,false
CL002811,P008292,2024-02-24,2024-02-29,2024-03-19,fire,2449908,denied,Somchai Phutthichai,false
CL002812,P009310,2024-09-21,2024-09-26,,burglary,4770428,pending,Pim Thongdee,false
CL002813,P008210,2026-03-29,2026-04-09,,third_party_liability,781742,pending,Bua Suwanphon,false
CL002814,P003733,2026-03-26,2026-04-09,2026-07-06,third_party_liability,134851,paid,Ploy Limthongkul,false
CL002815,P004002,2025-12-08,2025-12-10,,storm,3912936,open,Mint Phromsiri,false
CL002816,P009047,2024-08-21,2024-08-26,2024-09-16,flood,3700734,denied,Malee Srisuk,true
CL002817,P003834,2023-11-13,2023-11-13,,fire,473023,pending,Pat Wongchai,false
CL002818,P002612,2026-02-22,2026-03-02,2026-05-29,flood,2244768,paid,Anong Limthongkul,false
CL002819,P005572,2024-02-01,2024-02-07,2024-03-16,burglary,1638614,paid,Nan Kittikun,false
CL002820,P002544,2023-06-30,2023-07-14,2023-08-04,fire,149946,denied,Eak Thongdee,false
CL002821,P009014,2024-03-08,2024-03-08,2024-05-18,fire,1127910,paid,Ploy Kanchanaburi,false
CL002822,P000207,2026-04-08,2026-04-10,2026-05-13,theft,278011,paid,Tawan Rattanapan,false
CL002823,P003402,2025-04-12,2025-04-20,2025-05-07,water_damage,717605,paid,Bank Chaiyaporn,false
CL002824,P008284,2024-02-23,2024-03-01,2024-03-16,flood,1572590,paid,View Phutthichai,false
CL002825,P004849,2025-03-18,2025-03-27,2025-04-09,theft,110449,paid,Tee Rattanapan,false
CL002826,P006995,2023-12-02,2023-12-16,2024-01-22,water_damage,5221807,paid,Wichai Rattanapan,false
CL002827,P004838,2023-06-18,2023-06-20,2023-09-05,water_damage,883850,paid,Malee Chaisawat,false
CL002828,P005824,2023-07-25,2023-08-01,,fire,109493,pending,Bank Thongdee,false
CL002829,P008240,2023-03-08,2023-03-14,,water_damage,2899564,pending,Mild Limthongkul,false
CL002830,P004418,2025-02-09,2025-02-14,2025-03-30,third_party_liability,35847,paid,Toon Saetang,true
CL002831,P001198,2024-07-06,2024-07-07,2024-08-18,flood,885656,paid,Anong Srisuk,false
CL002832,P003977,2022-11-03,2022-11-10,,collision,52812,pending,Boss Kanchanaburi,false
CL002833,P005895,2025-03-26,2025-04-05,2025-05-07,fire,943776,paid,Praew Watcharaphon,false
CL002834,P001515,2026-05-12,2026-05-12,2026-05-27,collision,184237,denied,Boss Phromsiri,false
CL002835,P007971,2024-10-28,2024-11-01,,flood,581127,pending,Pim Boonmee,false
CL002836,P008476,2024-07-26,2024-08-09,2024-09-21,collision,299335,denied,Mai Wongchai,false
CL002837,P009145,2025-03-16,2025-03-23,2025-04-03,third_party_liability,225129,paid,Praew Phromsiri,false
CL002838,P008887,2025-11-05,2025-11-19,,flood,425071,open,Nok Sangthong,false
CL002839,P003828,2023-10-28,2023-11-04,2023-12-01,fire,19400,paid,Nan Kanchanaburi,false
CL002840,P005743,2026-02-10,2026-02-16,,third_party_liability,380097,open,Kanya Phutthichai,false
CL002841,P001136,2026-04-16,2026-04-18,2026-06-01,collision,154003,paid,Somchai Chaiyaporn,false
CL002842,P004109,2026-04-08,2026-04-19,2026-05-05,third_party_liability,383091,paid,Ploy Rattanapan,false
CL002843,P002934,2023-11-24,2023-11-25,2024-01-21,theft,96162,paid,Nok Suwanphon,false
CL002844,P002096,2024-10-20,2024-10-29,2024-11-19,fire,5923362,paid,Nan Sukhumvit,false
CL002845,P000356,2023-09-03,2023-09-10,,flood,86644,pending,Anong Limthongkul,false
CL002846,P005329,2026-02-10,2026-02-18,2026-02-28,burglary,1140324,paid,Mai Chaisawat,false
CL002847,P006267,2023-10-28,2023-11-01,2024-01-24,storm,3640611,paid,Kanya Watcharaphon,false
CL002848,P003518,2024-01-26,2024-02-03,2024-02-22,fire,341051,denied,Tawan Sukhumvit,false
CL002849,P008139,2023-11-01,2023-11-10,2024-01-09,fire,163855,denied,Eak Phromsiri,false
CL002850,P005805,2024-04-09,2024-04-20,2024-07-04,third_party_liability,292400,paid,Nok Sukhumvit,false
CL002851,P004221,2026-02-21,2026-03-01,2026-04-23,burglary,1989507,paid,Mai Phongphan,false
CL002852,P006035,2023-08-03,2023-08-13,2023-08-23,third_party_liability,393421,paid,Daeng Sangthong,false
CL002853,P009018,2024-01-15,2024-01-21,2024-02-29,storm,761538,paid,Anong Sangthong,false
CL002854,P009488,2024-08-25,2024-08-30,,flood,436334,pending,Chai Kanchanaburi,false
CL002855,P004429,2026-04-14,2026-04-22,,collision,493800,pending,Suda Boonmee,false
