policy_id,customer_id,agent_id,product_line,product_subtype,effective_date,expiry_date,sum_insured_thb,annual_premium_thb,payment_frequency,status
P004521,C02363,A0040,motor,motor_voluntary,2024-08-12,2025-08-12,1084051,36085,monthly,active
P004522,C00593,A0006,motor,motor_compulsory,2023-10-31,2024-10-30,1038701,29548,monthly,active
P004523,C02448,A0009,motor,motor_compulsory,2025-06-13,2026-06-13,525544,24124,annual,lapsed
P004524,C01894,A0008,motor,motor_voluntary,2024-03-30,2025-03-30,1003872,35666,annual,active
P004525,C02726,A0043,motor,motor_compulsory,2023-04-27,2024-04-26,799680,23134,annual,lapsed
P004526,C00204,A0002,motor,motor_voluntary,2023-07-19,2024-07-18,1519377,62076,quarterly,lapsed
P004527,C02881,A0046,property,property_flood,2022-08-16,2023-08-16,13081214,136069,annual,active
P004528,C02051,A0003,motor,motor_compulsory,2024-03-22,2025-03-22,1912289,90824,monthly,active
P004529,C02608,A0038,motor,motor_voluntary,2024-12-25,2025-12-25,1817588,47657,annual,active
P004530,C01715,A0018,property,property_flood,2024-10-08,2025-10-08,10166572,85181,quarterly,active
P004531,C02927,A0006,motor,motor_compulsory,2025-06-22,2026-06-22,1781800,56844,monthly,cancelled
P004532,C01236,A0050,motor,motor_voluntary,2024-07-24,2025-07-24,1848364,87809,monthly,active
P004533,C01163,A0047,motor,motor_compulsory,2024-02-13,2025-02-12,1273122,53836,quarterly,lapsed
P004534,C00785,A0021,motor,motor_voluntary,2022-10-18,2023-10-18,703295,20525,annual,active
P004535,C00787,A0028,motor,motor_voluntary,2023-07-25,2024-07-24,1602372,72561,quarterly,cancelled
P004536,C00930,A0031,motor,motor_compulsory,2024-10-22,2025-10-22,1879075,70348,quarterly,active
P004537,C01047,A0006,motor,motor_compulsory,2025-07-28,2026-07-28,339105,7152,monthly,active
P004538,C00867,A0021,motor,motor_compulsory,2026-04-24,2027-04-24,1701241,35856,quarterly,active
P004539,C02971,A0045,property,property_allrisk,2025-05-30,2026-05-30,4766830,23287,annual,active
P004540,C02400,A0021,property,property_fire,2023-03-31,2024-03-30,6008777,55255,monthly,active
P004541,C01462,A0037,property,property_fire,2023-07-18,2024-07-17,5862222,59376,annual,lapsed
P004542,C02845,A0029,property,property_flood,2023-12-21,2024-12-20,13360665,108683,monthly,active
P004543,C02236,A0006,motor,motor_compulsory,2024-03-19,2025-03-19,1553305,73437,monthly,active
P004544,C01455,A0013,motor,motor_voluntary,2023-04-01,2024-03-31,1058259,25287,annual,active
P004545,C00290,A0042,motor,motor_voluntary,2023-09-06,2024-09-05,1403534,39334,quarterly,active
P004546,C01673,A0036,motor,motor_compulsory,2024-05-30,2025-05-30,2487657,58757,quarterly,active
P004547,C01536,A0014,property,property_allrisk,2024-04-25,2025-04-25,4875725,19814,annual,active
P004548,C02453,A0026,property,property_allrisk,2024-02-23,2025-02-22,12747253,43011,quarterly,active
P004549,C00306,A0047,motor,motor_voluntary,2024-02-20,2025-02-19,649880,15957,monthly,active
P004550,C00825,A0045,motor,motor_compulsory,2023-09-12,2024-09-11,1798820,56459,quarterly,active
P004551,C01573,A0001,property,property_fire,2024-07-19,2025-07-19,12227790,61663,monthly,active
P004552,C01128,A0039,property,property_allrisk,2024-01-06,2025-01-05,15062347,143853,annual,cancelled
P004553,C01965,A0019,motor,motor_compulsory,2024-02-14,2025-02-13,1761435,46847,annual,active
P004554,C01756,A0040,motor,motor_voluntary,2024-03-08,2025-03-08,992109,30838,quarterly,active
P004555,C01433,A0025,motor,motor_compulsory,2023-03-02,2024-03-01,1668605,38931,quarterly,active
P004556,C01539,A0006,motor,motor_compulsory,2024-05-03,2025-05-03,1575387,43838,monthly,active
P004557,C00843,A0003,motor,motor_compulsory,2023-01-05,2024-01-05,2385991,82542,annual,active
P004558,C01286,A0025,property,property_fire,2023-12-01,2024-11-30,17147638,185049,monthly,active
P004559,C00732,A0045,motor,motor_compulsory,2024-03-13,2025-03-13,2053799,53015,annual,active
P004560,C02739,A0006,motor,motor_voluntary,2024-11-15,2025-11-15,2485144,92747,monthly,active
P004561,C01064,A0011,motor,motor_voluntary,2024-01-26,2025-01-25,1704022,65156,quarterly,active
P004562,C01439,A0027,property,property_flood,2025-12-26,2026-12-26,6002776,67214,quarterly,active
P004563,C01250,A0030,property,property_allrisk,2023-12-26,2024-12-25,1461000,8247,quarterly,active
P004564,C00650,A0040,property,property_allrisk,2023-05-27,2024-05-26,10414734,82137,annual,active
P004565,C01663,A0035,property,property_allrisk,2024-04-19,2025-04-19,10528553,119675,annual,active
P004566,C01730,A0013,motor,motor_voluntary,2023-12-18,2024-12-17,1134957,45389,annual,active
P004567,C02816,A0043,property,property_fire,2023-12-17,2024-12-16,4679231,39287,quarterly,active
P004568,C02659,A0041,motor,motor_compulsory,2023-01-31,2024-01-31,1709517,55711,annual,active
P004569,C01273,A0034,motor,motor_compulsory,2025-08-30,2026-08-30,1712441,64173,monthly,active
P004570,C00533,A0030,property,property_fire,2024-08-05,2025-08-05,14832702,83857,quarterly,cancelled
P004571,C00454,A0047,motor,motor_compulsory,2023-09-07,2024-09-06,538305,26135,monthly,active
P004572,C01161,A0020,motor,motor_compulsory,2023-07-10,2024-07-09,2068237,70571,monthly,active
P004573,C00361,A0044,property,property_fire,2023-01-04,2024-01-04,9582473,67313,annual,cancelled
P004574,C02797,A0043,property,property_fire,2024-12-23,2025-12-23,16830336,148828,annual,active
P004575,C00120,A0017,motor,motor_compulsory,2023-08-29,2024-08-28,915586,44482,quarterly,active
P004576,C02606,A0044,motor,motor_voluntary,2026-03-03,2027-03-03,937177,44785,quarterly,active
P004577,C00939,A0026,property,property_flood,2025-02-05,2026-02-05,11345355,116825,quarterly,active
P004578,C01857,A0049,motor,motor_voluntary,2022-06-17,2023-06-17,2168383,44902,monthly,active
P004579,C00031,A0015,motor,motor_voluntary,2024-01-21,2025-01-20,1721582,35599,quarterly,cancelled
P004580,C02794,A0028,motor,motor_voluntary,2024-03-23,2025-03-23,2064470,102387,annual,lapsed
P004581,C01909,A0012,motor,motor_compulsory,2023-03-06,2024-03-05,1770038,43357,monthly,active
P004582,C02120,A0021,property,property_allrisk,2026-03-09,2027-03-09,3127257,31619,quarterly,active
P004583,C02584,A0038,motor,motor_voluntary,2025-09-15,2026-09-15,853724,32733,annual,active
P004584,C02985,A0033,motor,motor_compulsory,2022-02-08,2023-02-08,1518462,68727,annual,active
P004585,C02307,A0026,property,property_fire,2025-10-29,2026-10-29,4712319,22017,quarterly,lapsed
P004586,C00210,A0001,motor,motor_compulsory,2025-05-27,2026-05-27,1188607,40030,annual,active
P004587,C01762,A0013,motor,motor_voluntary,2024-12-30,2025-12-30,1684146,82506,monthly,active
P004588,C02603,A0031,motor,motor_compulsory,2022-12-23,2023-12-23,700800,22278,quarterly,active
P004589,C02634,A0002,property,property_flood,2024-08-01,2025-08-01,13631152,66060,monthly,active
P004590,C00478,A0044,motor,motor_voluntary,2023-10-04,2024-10-03,2366418,77675,quarterly,active
P004591,C01360,A0035,motor,motor_compulsory,2023-05-17,2024-05-16,283296,8501,quarterly,active
P004592,C00238,A0001,motor,motor_compulsory,2022-10-07,2023-10-07,1836896,77176,monthly,lapsed
P004593,C02164,A0029,property,property_fire,2026-02-22,2027-02-22,1001792,9880,monthly,active
P004594,C02837,A0037,property,property_allrisk,2026-04-21,2027-04-21,3977788,29002,quarterly,active
P004595,C01057,A0004,motor,motor_voluntary,2023-04-12,2024-04-11,285133,10867,annual,lapsed
P004596,C00436,A0007,motor,motor_voluntary,2024-04-13,2025-04-13,928258,37517,quarterly,cancelled
P004597,C01800,A0036,property,property_allrisk,2024-06-16,2025-06-16,12220067,56718,annual,active
P004598,C02671,A0015,property,property_fire,2022-01-31,2023-01-31,4810020,30097,annual,lapsed
P004599,C00506,A0023,motor,motor_voluntary,2024-10-24,2025-10-24,512746,22074,monthly,lapsed
P004600,C01732,A0002,motor,motor_voluntary,2023-04-23,2024-04-22,1302660,38848,annual,active
P004601,C01571,A0025,property,property_allrisk,2024-03-20,2025-03-20,3515210,39150,quarterly,cancelled
P004602,C00246,A0046,motor,motor_voluntary,2022-12-18,2023-12-18,1810790,77644,quarterly,active
P004603,C02858,A0048,motor,motor_compulsory,2024-01-18,2025-01-17,600517,13597,monthly,active
P004604,C00786,A0021,motor,motor_compulsory,2023-06-13,2024-06-12,370720,12467,monthly,cancelled
P004605,C00636,A0019,motor,motor_voluntary,2023-11-17,2024-11-16,814206,37393,annual,active
P004606,C00426,A0009,property,property_fire,2023-07-20,2024-07-19,9326741,106174,quarterly,lapsed
P004607,C01344,A0041,property,property_flood,2025-02-26,2026-02-26,5470948,59402,monthly,active
P004608,C01677,A0040,motor,motor_voluntary,2026-01-23,2027-01-23,1919574,83762,quarterly,active
P004609,C00882,A0006,motor,motor_compulsory,2024-07-14,2025-07-14,2342146,91062,annual,cancelled
P004610,C01036,A0017,motor,motor_compulsory,2024-01-05,2025-01-04,1585796,58604,annual,active
P004611,C01266,A0022,property,property_flood,2023-01-11,2024-01-11,9556429,81718,quarterly,active
P004612,C00958,A0004,property,property_flood,2023-05-07,2024-05-06,9799037,51484,quarterly,active
P004613,C02816,A0003,property,property_allrisk,2024-09-26,2025-09-26,4842605,52813,annual,lapsed
P004614,C01821,A0027,property,property_fire,2023-06-03,2024-06-02,19661602,133645,annual,active
P004615,C02848,A0042,property,property_fire,2026-01-24,2027-01-24,18135691,66274,monthly,active
P004616,C02636,A0018,motor,motor_voluntary,2024-08-06,2025-08-06,672021,15674,quarterly,active
P004617,C00550,A0023,motor,motor_compulsory,2024-04-16,2025-04-16,1270665,37456,quarterly,lapsed
P004618,C01117,A0024,motor,motor_voluntary,2022-03-30,2023-03-30,469693,17324,annual,active
P004619,C01666,A0022,motor,motor_voluntary,2025-12-11,2026-12-11,1886155,57731,quarterly,active
P004620,C02099,A0035,motor,motor_compulsory,2023-01-23,2024-01-23,924034,37343,annual,active
P004621,C01824,A0011,motor,motor_compulsory,2023-08-07,2024-08-06,1967287,56955,monthly,active
P004622,C02806,A0013,motor,motor_compulsory,2025-05-29,2026-05-29,1567062,75631,monthly,cancelled
P004623,C00184,A0047,property,property_allrisk,2024-08-11,2025-08-11,19914304,101260,quarterly,active
P004624,C02959,A0003,motor,motor_compulsory,2023-05-28,2024-05-27,1945626,89207,monthly,cancelled
P004625,C01307,A0045,motor,motor_compulsory,2022-06-24,2023-06-24,2092918,57371,monthly,active
P004626,C01285,A0008,property,property_flood,2022-12-05,2023-12-05,11683833,125278,annual,lapsed
P004627,C01085,A0028,property,property_flood,2023-11-12,2024-11-11,3282532,28334,quarterly,active
P004628,C00193,A0029,motor,motor_compulsory,2023-06-01,2024-05-31,2388288,86199,quarterly,active
P004629,C02193,A0043,property,property_flood,2026-03-29,2027-03-29,2077764,12295,annual,lapsed
P004630,C01665,A0038,motor,motor_compulsory,2023-03-25,2024-03-24,389068,10719,annual,lapsed
P004631,C01566,A0002,property,property_allrisk,2025-02-03,2026-02-03,9374357,39173,quarterly,active
P004632,C00521,A0014,property,property_fire,2024-03-15,2025-03-15,19382236,168782,annual,active
P004633,C01786,A0012,motor,motor_compulsory,2023-08-26,2024-08-25,689786,33989,annual,lapsed
P004634,C02145,A0037,motor,motor_compulsory,2024-01-07,2025-01-06,2391349,93068,monthly,active
P004635,C01615,A0001,motor,motor_compulsory,2024-10-26,2025-10-26,913587,29153,annual,active
P004636,C02493,A0016,motor,motor_compulsory,2024-11-10,2025-11-10,2323106,83197,monthly,cancelled
P004637,C00389,A0031,motor,motor_voluntary,2023-03-06,2024-03-05,1162366,29824,annual,active
P004638,C01434,A0048,motor,motor_voluntary,2025-12-25,2026-12-25,1456822,70985,monthly,active
P004639,C02659,A0019,motor,motor_compulsory,2024-09-25,2025-09-25,906153,25142,monthly,active
P004640,C00391,A0032,motor,motor_voluntary,2025-03-02,2026-03-02,584762,19147,monthly,active
P004641,C01089,A0009,motor,motor_voluntary,2024-05-06,2025-05-06,1118307,37149,monthly,lapsed
P004642,C00108,A0045,motor,motor_voluntary,2023-11-22,2024-11-21,1985457,87572,annual,active
P004643,C02040,A0004,property,property_allrisk,2026-02-19,2027-02-19,1215927,11884,annual,active
P004644,C00963,A0002,property,property_flood,2022-03-05,2023-03-05,1391678,9672,annual,active
P004645,C01604,A0029,property,property_allrisk,2025-02-15,2026-02-15,16499900,71163,monthly,active
P004646,C01331,A0046,motor,motor_compulsory,2025-06-12,2026-06-12,2389710,97721,monthly,active
P004647,C01435,A0005,motor,motor_compulsory,2022-10-26,2023-10-26,1553120,66420,quarterly,active
P004648,C01312,A0010,property,property_flood,2023-10-20,2024-10-19,6654890,77410,quarterly,active
P004649,C00985,A0045,motor,motor_voluntary,2023-05-04,2024-05-03,2352609,76621,annual,active
P004650,C02672,A0021,property,property_allrisk,2023-05-19,2024-05-18,5708282,62438,quarterly,active
P004651,C02887,A0027,motor,motor_voluntary,2024-10-29,2025-10-29,1117568,26846,monthly,active
P004652,C00991,A0025,motor,motor_voluntary,2023-03-14,2024-03-13,1156798,23765,monthly,cancelled
P004653,C02468,A0044,property,property_flood,2024-02-05,2025-02-04,14118333,114414,monthly,active
P004654,C01756,A0025,motor,motor_voluntary,2022-10-16,2023-10-16,2460818,86101,monthly,active
P004655,C00279,A0025,motor,motor_voluntary,2023-05-14,2024-05-13,346485,11448,monthly,active
P004656,C01753,A0025,motor,motor_voluntary,2026-01-14,2027-01-14,822918,30627,monthly,active
P004657,C00234,A0015,motor,motor_voluntary,2026-02-23,2027-02-23,522336,19118,quarterly,active
P004658,C02706,A0043,motor,motor_voluntary,2023-12-29,2024-12-28,1813891,71439,annual,active
P004659,C02925,A0011,motor,motor_voluntary,2022-03-06,2023-03-06,2404503,117623,monthly,active
P004660,C00963,A0042,motor,motor_voluntary,2023-12-01,2024-11-30,1090579,39685,monthly,active
P004661,C01891,A0024,property,property_flood,2025-01-04,2026-01-04,15894450,133810,quarterly,active
P004662,C01516,A0009,property,property_flood,2023-02-14,2024-02-14,10958647,96337,monthly,lapsed
P004663,C01225,A0045,motor,motor_compulsory,2024-01-31,2025-01-30,1342876,56841,monthly,active
P004664,C02999,A0021,motor,motor_voluntary,2025-11-15,2026-11-15,297810,14306,quarterly,cancelled
P004665,C01398,A0005,motor,motor_voluntary,2024-06-07,2025-06-07,1770667,52609,quarterly,active
P004666,C01767,A0007,motor,motor_voluntary,2023-10-30,2024-10-29,1844331,77632,monthly,active
P004667,C00442,A0005,motor,motor_voluntary,2023-10-06,2024-10-05,1095730,22269,monthly,lapsed
P004668,C01723,A0031,motor,motor_voluntary,2024-02-28,2025-02-27,2266311,54822,annual,lapsed
P004669,C01518,A0047,motor,motor_voluntary,2023-09-13,2024-09-12,2345934,59615,annual,active
P004670,C02345,A0036,motor,motor_voluntary,2023-08-23,2024-08-22,520472,23113,monthly,active
P004671,C02463,A0042,motor,motor_voluntary,2022-08-13,2023-08-13,2328072,80230,monthly,active
P004672,C02090,A0010,motor,motor_voluntary,2024-05-29,2025-05-29,1973208,88119,annual,active
P004673,C02640,A0034,motor,motor_voluntary,2022-11-22,2023-11-22,2488415,58667,quarterly,lapsed
P004674,C01852,A0032,motor,motor_voluntary,2023-07-10,2024-07-09,1748773,61495,annual,active
P004675,C00211,A0012,property,property_flood,2025-07-25,2026-07-25,15617556,117166,quarterly,active
P004676,C02170,A0047,motor,motor_compulsory,2024-02-13,2025-02-12,1346626,33336,annual,lapsed
P004677,C00595,A0037,property,property_allrisk,2024-03-02,2025-03-02,18256185,99680,monthly,active
P004678,C02271,A0038,property,property_allrisk,2023-11-10,2024-11-09,9578094,113531,annual,active
P004679,C00849,A0026,motor,motor_compulsory,2026-03-26,2027-03-26,2144631,67783,monthly,lapsed
P004680,C01707,A0044,motor,motor_voluntary,2025-03-13,2026-03-13,1608730,75395,annual,active
P004681,C01033,A0022,property,property_fire,2024-05-19,2025-05-19,10165511,35442,quarterly,active
P004682,C01707,A0013,motor,motor_compulsory,2024-01-21,2025-01-20,2107053,77962,monthly,active
P004683,C02430,A0025,motor,motor_compulsory,2023-05-01,2024-04-30,444133,15635,quarterly,active
P004684,C01099,A0038,property,property_flood,2025-05-18,2026-05-18,10777117,62002,monthly,active
P004685,C00059,A0012,motor,motor_compulsory,2022-04-30,2023-04-30,2173815,51490,monthly,active
P004686,C00712,A0012,motor,motor_compulsory,2024-12-19,2025-12-19,1952356,39720,annual,lapsed
P004687,C01112,A0035,property,property_allrisk,2023-03-22,2024-03-21,1768030,14780,annual,active
P004688,C00448,A0032,property,property_allrisk,2025-03-19,2026-03-19,18912014,168692,quarterly,active
P004689,C01777,A0039,motor,motor_compulsory,2023-09-24,2024-09-23,2050481,65778,annual,active
P004690,C02656,A0004,motor,motor_voluntary,2025-09-02,2026-09-02,2327383,87110,monthly,cancelled
P004691,C00881,A0013,motor,motor_voluntary,2025-05-17,2026-05-17,2151001,73245,quarterly,cancelled
P004692,C02847,A0044,property,property_flood,2024-11-23,2025-11-23,16317276,56835,monthly,active
P004693,C01995,A0045,motor,motor_compulsory,2025-08-20,2026-08-20,1153564,48899,quarterly,cancelled
P004694,C00083,A0049,motor,motor_compulsory,2025-11-03,2026-11-03,1139815,26099,monthly,active
P004695,C00624,A0025,motor,motor_voluntary,2025-12-02,2026-12-02,403787,9557,monthly,cancelled
P004696,C01379,A0031,property,property_fire,2025-12-01,2026-12-01,3809991,13006,quarterly,active
P004697,C00076,A0048,motor,motor_compulsory,2023-03-07,2024-03-06,1956570,47409,annual,active
P004698,C01243,A0003,motor,motor_compulsory,2023-12-21,2024-12-20,1846503,85391,monthly,active
P004699,C01050,A0007,property,property_flood,2025-06-16,2026-06-16,4082617,22639,annual,active
P004700,C00423,A0050,property,property_flood,2024-12-29,2025-12-29,5239352,37558,monthly,active
P004701,C01700,A0045,property,property_flood,2026-01-07,2027-01-07,10080483,77936,monthly,active
P004702,C02837,A0034,motor,motor_compulsory,2025-07-03,2026-07-03,2012618,54321,quarterly,active
P004703,C01170,A0022,motor,motor_voluntary,2025-08-25,2026-08-25,1531031,76128,quarterly,lapsed
P004704,C02819,A0042,motor,motor_compulsory,2025-07-21,2026-07-21,976165,32651,annual,active
P004705,C02801,A0010,motor,motor_compulsory,2024-01-25,2025-01-24,510818,12178,annual,active
P004706,C02413,A0044,motor,motor_compulsory,2023-11-24,2024-11-23,1333945,64183,annual,active
P004707,C02214,A0035,motor,motor_voluntary,2024-05-27,2025-05-27,1337068,53937,quarterly,active
P004708,C00134,A0026,motor,motor_compulsory,2024-05-13,2025-05-13,1332543,34432,monthly,active
P004709,C02053,A0019,motor,motor_compulsory,2024-11-25,2025-11-25,2094810,62047,monthly,active
P004710,C02445,A0037,property,property_allrisk,2023-01-08,2024-01-08,6031458,21776,quarterly,active
P004711,C01712,A0043,motor,motor_compulsory,2023-08-09,2024-08-08,2125648,68492,quarterly,active
P004712,C02615,A0046,motor,motor_voluntary,2026-01-05,2027-01-05,985564,34300,monthly,active
P004713,C02786,A0035,property,property_flood,2023-03-27,2024-03-26,17572867,144697,annual,active
P004714,C02866,A0016,motor,motor_voluntary,2026-03-26,2027-03-26,2296622,91330,annual,active
P004715,C00023,A0033,motor,motor_voluntary,2024-01-23,2025-01-22,653513,30815,annual,active
P004716,C01034,A0021,motor,motor_compulsory,2023-02-09,2024-02-09,828706,34361,quarterly,active
P004717,C01909,A0048,motor,motor_voluntary,2022-11-09,2023-11-09,946764,23040,annual,active
P004718,C01534,A0037,property,property_flood,2026-02-12,2027-02-12,10661811,80045,quarterly,lapsed
P004719,C00612,A0015,motor,motor_compulsory,2023-09-19,2024-09-18,959088,19394,quarterly,active
P004720,C02900,A0019,property,property_fire,2023-07-12,2024-07-11,16192167,174718,monthly,lapsed
P004721,C01117,A0039,motor,motor_voluntary,2025-08-02,2026-08-02,714841,19570,monthly,active
P004722,C01297,A0032,motor,motor_compulsory,2026-03-16,2027-03-16,333556,14500,monthly,active
P004723,C00619,A0001,motor,motor_compulsory,2024-10-06,2025-10-06,1180210,45816,quarterly,active
P004724,C00754,A0010,motor,motor_compulsory,2023-04-08,2024-04-07,2479477,96706,quarterly,active
P004725,C00782,A0030,motor,motor_voluntary,2024-05-15,2025-05-15,1168540,29286,annual,active
P004726,C00608,A0037,property,property_fire,2023-12-05,2024-12-04,2998728,19476,monthly,active
P004727,C00031,A0003,motor,motor_compulsory,2025-06-17,2026-06-17,1569931,48646,annual,active
P004728,C00497,A0015,property,property_flood,2024-03-16,2025-03-16,5475712,48857,monthly,active
P004729,C01145,A0008,motor,motor_voluntary,2024-10-12,2025-10-12,200610,7092,annual,active
P004730,C00447,A0008,motor,motor_compulsory,2022-04-11,2023-04-11,207624,9196,annual,active
P004731,C00253,A0005,motor,motor_voluntary,2023-12-05,2024-12-04,1405760,32867,monthly,active
P004732,C00496,A0014,motor,motor_voluntary,2023-11-20,2024-11-19,1016633,47112,annual,active
P004733,C00765,A0032,motor,motor_voluntary,2025-11-04,2026-11-04,2465953,72599,monthly,active
P004734,C00348,A0026,motor,motor_voluntary,2024-07-04,2025-07-04,776722,17861,monthly,active
P004735,C02502,A0031,motor,motor_voluntary,2023-10-18,2024-10-17,1623804,43371,annual,active
P004736,C02605,A0021,motor,motor_voluntary,2024-08-23,2025-08-23,2465795,55884,monthly,lapsed
P004737,C02484,A0035,property,property_flood,2023-09-08,2024-09-07,11222915,103128,monthly,active
P004738,C00857,A0047,motor,motor_voluntary,2022-10-10,2023-10-10,290390,11597,monthly,active
P004739,C00006,A0020,property,property_flood,2023-06-10,2024-06-09,15960960,191458,annual,active
P004740,C01559,A0010,property,property_flood,2023-02-26,2024-02-26,18509307,78379,annual,active
P004741,C01508,A0010,motor,motor_voluntary,2023-12-28,2024-12-27,2494608,63993,annual,active
P004742,C01437,A0027,motor,motor_voluntary,2023-10-15,2024-10-14,2110972,50503,annual,active
P004743,C00584,A0030,property,property_flood,2025-05-21,2026-05-21,4173697,45590,annual,lapsed
P004744,C00535,A0021,motor,motor_compulsory,2023-02-14,2024-02-14,279403,6400,monthly,active
P004745,C02735,A0013,motor,motor_voluntary,2026-04-09,2027-04-09,1498120,64672,monthly,active
P004746,C02353,A0012,motor,motor_compulsory,2026-02-02,2027-02-02,2498868,88177,monthly,lapsed
P004747,C01653,A0049,property,property_fire,2022-10-02,2023-10-02,5730455,45202,monthly,active
P004748,C01769,A0048,motor,motor_compulsory,2024-10-16,2025-10-16,2380507,94500,annual,active
P004749,C00054,A0019,motor,motor_compulsory,2023-08-24,2024-08-23,2467842,68746,quarterly,active
P004750,C01941,A0003,property,property_flood,2025-06-17,2026-06-17,19234226,89871,quarterly,active
P004751,C00597,A0038,motor,motor_compulsory,2025-08-02,2026-08-02,1462964,56144,monthly,lapsed
P004752,C02230,A0020,motor,motor_voluntary,2023-01-03,2024-01-03,1515404,67750,monthly,active
P004753,C00483,A0004,motor,motor_voluntary,2025-10-31,2026-10-31,1951106,74221,annual,active
P004754,C01385,A0040,motor,motor_voluntary,2023-01-07,2024-01-07,2311335,69860,annual,active
P004755,C01461,A0047,motor,motor_voluntary,2024-11-28,2025-11-28,1283052,35493,annual,active
P004756,C00143,A0017,property,property_fire,2024-05-14,2025-05-14,16797855,163308,quarterly,active
P004757,C02812,A0002,property,property_flood,2026-02-27,2027-02-27,11092861,119821,annual,active
P004758,C00401,A0029,motor,motor_compulsory,2023-06-23,2024-06-22,1732016,48689,annual,active
P004759,C02557,A0041,motor,motor_compulsory,2023-06-10,2024-06-09,1432790,67499,annual,active
P004760,C01140,A0040,motor,motor_compulsory,2025-04-20,2026-04-20,1441127,35536,quarterly,active
P004761,C02761,A0025,property,property_allrisk,2024-09-14,2025-09-14,1779888,14431,annual,active
P004762,C00055,A0047,motor,motor_compulsory,2023-12-12,2024-12-11,1027270,37382,quarterly,lapsed
P004763,C01157,A0025,property,property_flood,2023-06-01,2024-05-31,6395845,39204,monthly,active
P004764,C01511,A0025,motor,motor_voluntary,2025-02-09,2026-02-09,550308,18172,monthly,lapsed
P004765,C00830,A0021,property,property_allrisk,2024-08-27,2025-08-27,8468782,25441,annual,active
P004766,C01496,A0049,property,property_fire,2023-11-14,2024-11-13,3645417,22367,quarterly,lapsed
P004767,C01815,A0014,property,property_flood,2024-06-25,2025-06-25,10586990,112687,quarterly,cancelled
P004768,C01944,A0030,motor,motor_voluntary,2025-02-23,2026-02-23,2315769,59874,quarterly,active
P004769,C02816,A0026,property,property_flood,2025-05-17,2026-05-17,14187844,58212,quarterly,active
P004770,C01606,A0008,property,property_allrisk,2023-01-02,2024-01-02,11399821,35598,quarterly,active
P004771,C00924,A0040,motor,motor_voluntary,2025-04-17,2026-04-17,1971792,73174,monthly,active
P004772,C02062,A0021,motor,motor_compulsory,2023-09-08,2024-09-07,847257,22704,monthly,lapsed
P004773,C01833,A0041,motor,motor_voluntary,2025-10-14,2026-10-14,2409613,63098,quarterly,active
P004774,C00218,A0031,motor,motor_voluntary,2025-04-29,2026-04-29,1136950,46597,annual,active
P004775,C01372,A0003,property,property_allrisk,2023-04-03,2024-04-02,13854736,137889,monthly,active
P004776,C02213,A0041,motor,motor_voluntary,2025-01-12,2026-01-12,1996018,80188,annual,active
P004777,C02024,A0025,motor,motor_compulsory,2024-09-30,2025-09-30,657589,23237,monthly,active
P004778,C00106,A0014,property,property_flood,2025-03-12,2026-03-12,13446906,143908,quarterly,active
P004779,C00732,A0010,property,property_fire,2023-09-24,2024-09-23,6668873,72908,quarterly,active
P004780,C01783,A0027,motor,motor_voluntary,2025-04-19,2026-04-19,565677,19065,quarterly,lapsed
P004781,C02040,A0044,motor,motor_voluntary,2023-04-01,2024-03-31,1784868,84581,quarterly,lapsed
P004782,C01883,A0045,property,property_flood,2025-07-02,2026-07-02,7552148,50762,quarterly,lapsed
P004783,C00451,A0046,motor,motor_compulsory,2023-02-27,2024-02-27,695781,22613,annual,active
P004784,C01390,A0047,property,property_fire,2026-04-07,2027-04-07,7569121,40105,quarterly,active
P004785,C01732,A0007,motor,motor_compulsory,2024-07-08,2025-07-08,566342,19064,quarterly,lapsed
P004786,C00291,A0036,property,property_flood,2024-11-27,2025-11-27,3452693,11159,monthly,active
P004787,C01437,A0026,motor,motor_voluntary,2024-03-28,2025-03-28,2259852,112646,quarterly,active
P004788,C00165,A0035,property,property_fire,2024-05-23,2025-05-23,12414636,58838,quarterly,lapsed
P004789,C00749,A0020,motor,motor_voluntary,2023-04-28,2024-04-27,2477877,99871,annual,active
P004790,C02223,A0038,motor,motor_compulsory,2024-05-12,2025-05-12,1947737,82266,quarterly,active
P004791,C01215,A0050,property,property_flood,2023-02-27,2024-02-27,13915394,68410,quarterly,active
P004792,C01343,A0019,motor,motor_compulsory,2022-01-04,2023-01-04,511956,16321,annual,active
P004793,C02110,A0036,motor,motor_compulsory,2023-06-12,2024-06-11,569726,22152,monthly,active
P004794,C01476,A0034,motor,motor_compulsory,2026-04-08,2027-04-08,1299123,64779,annual,active
P004795,C00883,A0035,property,property_flood,2023-04-16,2024-04-15,2794707,12641,annual,active
P004796,C01078,A0044,motor,motor_voluntary,2024-04-15,2025-04-15,2122910,78637,quarterly,active
P004797,C00255,A0008,motor,motor_voluntary,2025-06-15,2026-06-15,1634131,74820,annual,active
P004798,C01824,A0041,property,property_allrisk,2024-07-21,2025-07-21,5436854,35678,annual,active
P004799,C00193,A0023,motor,motor_compulsory,2025-04-02,2026-04-02,1742516,73189,monthly,active
P004800,C00366,A0030,motor,motor_voluntary,2025-06-15,2026-06-15,1924751,49778,monthly,active
P004801,C01366,A0029,motor,motor_voluntary,2024-05-26,2025-05-26,1676677,53452,monthly,active
P004802,C00993,A0018,property,property_flood,2024-11-05,2025-11-05,3011800,30539,monthly,lapsed
